"legal_name","dba_name","city","county","zip","address","phone","website","owner_name","owner_age_estimate","owner_age_source","owner_tenure_years","years_in_business","provider_count_estimate","employee_count_estimate","is_distressed","distress_reasons","layer1_base_rate","layer1_comment","layer2_sellability","layer2_comment","layer3_behavioral_trigger","layer3_comment","layer4_market_pull","layer4_comment","final_score","final_tier","final_comment","value_add_thesis","confidence","data_completeness"
"Houston's A/C Express","","Houston","Harris","","","","","","","unknown","","","","","False","[]","30","Houston's A/C Express: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Houston's A/C Express: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Houston's A/C Express: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","88","Houston's A/C Express: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Harris County sub-market nudge +3. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Popular HVAC Services","","Houston","Harris","","","","","","","unknown","","","","","False","[]","30","Popular HVAC Services: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Popular HVAC Services: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Popular HVAC Services: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","88","Popular HVAC Services: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Harris County sub-market nudge +3. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"High Performance Home Systems","","Houston","Harris","","","","","","","unknown","","","","","False","[]","30","High Performance Home Systems: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","High Performance Home Systems: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","High Performance Home Systems: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","88","High Performance Home Systems: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Harris County sub-market nudge +3. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Sugar Land AC and Heating","","Sugar Land","Fort Bend","","","","https://www.sugarlandacandheating.com/","","","unknown","","","","","False","[]","30","Sugar Land AC and Heating: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Sugar Land AC and Heating: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Sugar Land AC and Heating: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","85","Sugar Land AC and Heating: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Fort Bend County sub-market nudge +0. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Richmond's Air","","Sugar Land","Fort Bend","","","","https://www.richmondsair.com/","","","unknown","","","","","False","[]","30","Richmond's Air: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Richmond's Air: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Richmond's Air: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","85","Richmond's Air: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Fort Bend County sub-market nudge +0. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Better Than Best A/C","","Tomball","Harris","","","","https://www.betterthanbestac.com/","","","unknown","","","","","False","[]","30","Better Than Best A/C: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Better Than Best A/C: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Better Than Best A/C: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","88","Better Than Best A/C: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Harris County sub-market nudge +3. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Air National Texas","","Tomball","Harris","","","","https://www.airnationaltexas.com/","","","unknown","","","","","False","[]","30","Air National Texas: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Air National Texas: residential service trade; tenure unknown; sub_trade=residential_commercial. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Air National Texas: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","88","Air National Texas: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Harris County sub-market nudge +3. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"TCS AC and Heat","","Spring","Harris","","","","https://mail.tcsacandheat.com/","","","unknown","","","","","False","[]","30","TCS AC and Heat: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","TCS AC and Heat: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","TCS AC and Heat: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","88","TCS AC and Heat: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Harris County sub-market nudge +3. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"DR HVAC Services","","Cedar Park","Williamson","","","","https://drhvacservicesllc.com/","","","unknown","","","","","False","[]","30","DR HVAC Services: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","DR HVAC Services: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","DR HVAC Services: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","85","DR HVAC Services: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Williamson County sub-market nudge +0. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Northpoint Air","","Spring","Harris","","","","https://northpointair.com/","","","unknown","","","","","False","[]","30","Northpoint Air: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Northpoint Air: residential service trade; tenure unknown; sub_trade=residential_commercial. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Northpoint Air: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","88","Northpoint Air: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Harris County sub-market nudge +3. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Q1 Energy Systems Heating & Air Conditioning","Quality 1 Energy Systems","Plano","Collin","","","","https://www.q1es.com/","","","unknown","","","","","False","[]","30","Q1 Energy Systems Heating & Air Conditioning: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Q1 Energy Systems Heating & Air Conditioning: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Q1 Energy Systems Heating & Air Conditioning: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","85","Q1 Energy Systems Heating & Air Conditioning: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Collin County sub-market nudge +0. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"South Texas Air Heating and Cooling","","San Antonio","Bexar","","","","https://www.southtexasair.com/","","","unknown","","","","","False","[]","30","South Texas Air Heating and Cooling: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","South Texas Air Heating and Cooling: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","South Texas Air Heating and Cooling: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","86","South Texas Air Heating and Cooling: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Bexar County sub-market nudge +1. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Champion AC","","San Antonio","Bexar","","","","https://www.championac.com/","","","unknown","","","","","False","[]","30","Champion AC: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","35","Champion AC: residential service trade; tenure unknown; sub_trade=multi_trade_residential. No premium-network dealer status surfaced in spine; verify in enrichment. Multi-trade (HVAC + plumbing or electrical) — stickier customer base. Spine flagged likely PE-affiliation — verify before promotion.","35","Champion AC: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","86","Champion AC: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Bexar County sub-market nudge +1. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Wrangler Air Conditioning","","San Antonio","Bexar","","","","https://www.wranglerac.com/","","","unknown","","","","","False","[]","30","Wrangler Air Conditioning: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Wrangler Air Conditioning: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Wrangler Air Conditioning: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","86","Wrangler Air Conditioning: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Bexar County sub-market nudge +1. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Texas Air Repair","","San Antonio","Bexar","","","","https://www.texasairrepair.com/","","","unknown","","","","","False","[]","30","Texas Air Repair: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Texas Air Repair: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Texas Air Repair: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","86","Texas Air Repair: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Bexar County sub-market nudge +1. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"EZ Air Conditioning & Heating","","San Antonio","Bexar","","","","https://www.ezacandheat.com/","","","unknown","","","","","False","[]","30","EZ Air Conditioning & Heating: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","EZ Air Conditioning & Heating: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","EZ Air Conditioning & Heating: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","86","EZ Air Conditioning & Heating: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Bexar County sub-market nudge +1. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Air Rey","","Houston","Harris","","","","https://www.airreyservice.com/","","","unknown","","","","","False","[]","30","Air Rey: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Air Rey: residential service trade; tenure unknown; sub_trade=residential_commercial. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Air Rey: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","88","Air Rey: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Harris County sub-market nudge +3. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Trilogy AC","","Dallas","Dallas","","","","https://www.trilogyac.com/","","","unknown","","","","","False","[]","30","Trilogy AC: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Trilogy AC: residential service trade; tenure unknown; sub_trade=residential_commercial. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Trilogy AC: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","87","Trilogy AC: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Dallas County sub-market nudge +2. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Dalco Air Conditioning Co","Dalco","Dallas","Dallas","","","","","","","unknown","","","","","False","[]","30","Dalco Air Conditioning Co: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Dalco Air Conditioning Co: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Dalco Air Conditioning Co: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","87","Dalco Air Conditioning Co: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Dallas County sub-market nudge +2. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Texas Air Zone LLC","","Dallas","Dallas","","","","","","","license_tenure_proxy","29","29","","","False","[]","55","Texas Air Zone LLC: business est. 1997 (29y); founder likely 55-65. Source: license_tenure_proxy.","75","Texas Air Zone LLC: residential service trade; est. 1997; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","40","Texas Air Zone LLC: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","87","Texas Air Zone LLC: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Dallas County sub-market nudge +2. SBA 7(a) financeable to $5M.","60","B_forward","Texas Air Zone LLC: final 60 (L1=55/L2=75/L3=40/L4=87). Healthy multi-decade independent HVAC shop in Dallas; suitable for buyer-community forward.","AI dispatch + ServiceTitan migration; comfort-club membership upsell (typical lift +10-15% recurring); NATE-cert ladder for in-house techs; financing-partner activation (GoodLeap / Greensky / Synchrony); online booking + customer-portal modernization; sale-leaseback of yard if owner-occupied real estate; credible 1.3-1.8× EBITDA path over 18-24 months.","medium","0.45"
"Xtreme Air Services","","Dallas","Dallas","","","","https://xtremeairservices.com/","","","unknown","","","","","False","[]","30","Xtreme Air Services: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Xtreme Air Services: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Xtreme Air Services: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","87","Xtreme Air Services: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Dallas County sub-market nudge +2. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Spears AC & Heating","","Friendswood","Galveston","","","","https://www.spearsairconditioning.com/","","","unknown","","","","","False","[]","30","Spears AC & Heating: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Spears AC & Heating: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Spears AC & Heating: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","85","Spears AC & Heating: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Galveston County sub-market nudge +0. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"SouthCoast Heat and Air","","Santa Fe","Galveston","","","","https://www.southcoast-ac.com/","","","unknown","","","","","False","[]","30","SouthCoast Heat and Air: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","SouthCoast Heat and Air: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","SouthCoast Heat and Air: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","85","SouthCoast Heat and Air: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Galveston County sub-market nudge +0. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Air Systems Texas","","Pearland","Brazoria","","","","https://airsystemstexas.com/","","","unknown","","","","","False","[]","30","Air Systems Texas: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Air Systems Texas: residential service trade; tenure unknown; sub_trade=residential_commercial. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Air Systems Texas: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","85","Air Systems Texas: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Brazoria County sub-market nudge +0. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Majestic AC","","Houston","Harris","","","","https://www.majestic-ac.com/","","","unknown","","","","","False","[]","30","Majestic AC: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Majestic AC: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Majestic AC: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","88","Majestic AC: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Harris County sub-market nudge +3. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"DFW HVAC","","Dallas","Dallas","","","","https://dfwhvac.com/","","","unknown","","","","","False","[]","30","DFW HVAC: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","DFW HVAC: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","DFW HVAC: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","87","DFW HVAC: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Dallas County sub-market nudge +2. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"All Season DFW","","Dallas","Dallas","","","","https://allseasondfw.com/","","","license_tenure_proxy","28","28","","","False","[]","55","All Season DFW: business est. 1998 (28y); founder likely 55-65. Source: license_tenure_proxy.","75","All Season DFW: residential service trade; est. 1998; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","40","All Season DFW: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","87","All Season DFW: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Dallas County sub-market nudge +2. SBA 7(a) financeable to $5M.","60","B_forward","All Season DFW: final 60 (L1=55/L2=75/L3=40/L4=87). Healthy multi-decade independent HVAC shop in Dallas; suitable for buyer-community forward.","AI dispatch + ServiceTitan migration; comfort-club membership upsell (typical lift +10-15% recurring); NATE-cert ladder for in-house techs; financing-partner activation (GoodLeap / Greensky / Synchrony); online booking + customer-portal modernization; sale-leaseback of yard if owner-occupied real estate; credible 1.3-1.8× EBITDA path over 18-24 months.","medium","0.45"
"Tex-Ac & Heating","","Dallas","Dallas","","","","https://www.texacdfw.com/","","","unknown","","","","","False","[]","30","Tex-Ac & Heating: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Tex-Ac & Heating: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Tex-Ac & Heating: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","87","Tex-Ac & Heating: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Dallas County sub-market nudge +2. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
